Month,Start Date,End Date,Duration,Time,Event,Location,,Event Type,Tier,Target Garage,Partner / Agreement,Recurring,Event Website,MG Landing Page,Marketing Start Date,Expected Attendance,SEM Needs,Contact,Partner Rates,Total Comp Validations,12 Hr Drive-Up,24 Hr Drive-Up,MG/Parking.Com Rate,Spothero Rate,Parkwhiz Rate,Notes
March,"Wed, Mar 20","Wed, Mar 20", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
March,"Thu, Mar 21","Sun, Mar 24", 3 ,Various,Mitski with Julia Jacklin,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/mitski/,,,,,,,,,,,,,
March,"Thu, Mar 21","Sat, Mar 23", 2 ,7:30 PM,Mahler 4,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-classical/mahler-4/,,,,,,,,,,,,,
March,"Thu, Mar 21","Thu, Mar 21", 1 ,7:30 PM,Masters at Work: Balanchine + Robbins,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/masters-work-balanchine-robbins,,,,,,,,,,,,,
March,"Fri, Mar 22","Sun, Mar 24", 2 ,"11:30AM to 7 PM;
8 AM to 4 PM",Shamrock Shuffle Packet Pickup,Buckingham Fountain,Chicago Event Management (CEM),Race,Tier 1,,,Yes,https://www.shamrockshuffle.com/shufflers/general-information/,,,"24,000",,,,,,,,,,
March,"Fri, Mar 22","Sat, Mar 23", 1 ,7:30 PM,21st Century Choreography,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/21st-century-choreography,,,,,,,,,,,,,
March,"Fri, Mar 22","Fri, Mar 22", 1 ,7:30 PM,An Evening with New York City Ballet,Harris Theater,Harris Theater,Performance,Tier 3,,,,,,,,,,,,,,,,,
March,"Fri, Mar 22","Fri, Mar 22", 1 ,7:30 PM,Kountry Wayne,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-march-2024-kountry-wayne/07005F86FC555758,,,,,,,,,,,,,
March,"Sat, Mar 23","Sat, Mar 23", 1 ,8:00 PM,Ali Wong,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-march-2024-ali-wong-live/07005F69906118FD,,,,,,,,,,,,,
March,"Sat, Mar 23","Sat, Mar 23", 1 ,2:00 PM,Masters at Work: Balanchine + Robbins,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/masters-work-balanchine-robbins,,,,,,,,,,,,,
March,"Sat, Mar 23","Sat, Mar 23", 1 ,7:30 PM,Masters at Work: Balanchine + Robbins,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/masters-work-balanchine-robbins,,,,,,,,,,,,,
March,"Sun, Mar 24","Sun, Mar 24", 1 ,3:00 PM,Mahler 4,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-classical/mahler-4/,,,,,,,,,,,,,
March,"Sun, Mar 24","Sun, Mar 24", 1 ,8 AM to 1:30 PM,Shamrock Shuffle,Grant Park,Chicago Event Management (CEM),Performance,Tier 3,,,Yes,https://www.shamrockshuffle.com/,,,"24,000",,,,,,,,,,
March,"Tue, Mar 26","Sun, Apr 7", 12 ,Various,Peter Pan,James M. Nederlander Theatre,Broadway in Chicago,Performance,Tier 3,,,,https://www.broadwayinchicago.com/shows/peter-pan/,,,,,,,,,,,,,
March,"Tue, Mar 26","Tue, Mar 26", 1 ,7:00 PM,Adam Ant – ANTMUSIC 2024 with Special Guest The English Beat,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/adam-ant/,,,,,,,,,,,,,
March,"Tue, Mar 26","Tue, Mar 26", 1 ,7:30 PM,Mahler Chamber Orchestra & Mitsuko Uchida,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/scp-chamber/mahler-chamber-orchestra-mitsuko-uchida/,,,,,,,,,,,,,
March,"Wed, Mar 27","Wed, Mar 27", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
March,"Wed, Mar 27","Wed, Mar 27", 1 ,7:30 PM,"Dubhe Ensemble, featuring Joseph Conyers",Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/dubhe-ensemble-featuring-joseph-conyers,,,,,,,,,,,,,
March,"Thu, Mar 28","Thu, Mar 28", 1 ,7:30 PM,The Music of Bach,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-classical/music-of-bach/,,,,,,,,,,,,,
March,"Fri, Mar 29","Fri, Mar 29", 1 ,8:00 PM,Bianca Del Rio,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-march-2024-bianca-del-rio/07005F6A8C4A1723,,,,,,,,,,,,,
March,"Fri, Mar 29","Fri, Mar 29", 1 ,-,Good Friday,-,-,Holiday,Tier 4,,,,,,,,,,,,,,,,,
March,"Fri, Mar 29","Fri, Mar 29", 1 ,1:30 PM,The Music of Bach,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-classical/music-of-bach/,,,,,,,,,,,,,
March,"Sat, Mar 30","Sat, Mar 30", 1 ,6:00 PM,RAAS All Stars Championship,Harris Theater,Harris Theater,Community,,,,,,,,,,,,,,,,,,
March,"Sat, Mar 30","Sat, Mar 30", 1 ,10 AM to 2 PM,Great Chicago Egg Hunt,Maggie Daley Park,Maggie Daley,Community,,,,Yes,,,,,,,,,,,,,,
March,"Sat, Mar 30","Sat, Mar 30", 1 ,8:00 PM,Herbie Hancock,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/scp-jazz/herbie-hancock/,,,,,,,,,,,,,
March,"Sat, Mar 30","Sat, Mar 30", 1 ,8:00 PM,Ledisi,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-march-2024-ledisi/07005F75D90D39D8,,,,,,,,,,,,,
March,"Sun, Mar 31","Sun, Mar 31", 1 ,-,Easter Sunday,-,-,Holiday,Tier 4,,,,,,,,,,,,,,,,,
April,"Tue, Apr 2","Tue, Apr 2", 1 ,7:30 PM,The Music of Bach,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-classical/music-of-bach/,,,,,,,,,,,,,
April,"Wed, Apr 3","Wed, Apr 3", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
April,"Thu, Apr 4","Sat, Apr 6", 2 ,7:30 PM,Klaus Mäkelä & Yuja Wang,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-classical/klaus-makela-and-yuja-wang/,,,,,,,,,,,,,
April,"Thu, Apr 4","Thu, Apr 4", 1 ,6:30 PM,One Hallelujah,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/one-hallelujah/,,,,,,,,,,,,,
April,"Thu, Apr 4","Thu, Apr 4", 1 ,7:30 PM,I Think You Should Leave with Tim Robinson,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-april-2024-tim-robinson-zach-kanin/07006041B8AC35AD,,,,,,,,,,,,,
April,"Fri, Apr 5","Sat, Apr 6", 1 ,7:30 PM,"Giordano Dance Performance Series
UNLIMITED | Season 61",Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/unlimited-season-61-0,,,,,,,,,,,,,
April,"Sat, Apr 6","Sat, Apr 6", 1 ,8:00 PM,Croce Plays Croce 50th Anniversary Tour,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/croce-50/,,,,,,,,,,,,,
April,"Sat, Apr 6","Sat, Apr 6", 1 ,"10 AM, 11:45 AM",Once Upon a Symphony: Goldilocks and the Three Bears,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-for-kids/ouas-goldilocks/,,,,,,,,,,,,,
April,"Sat, Apr 6","Sat, Apr 6", 1 ,7:30 PM,Chicago Fire FC vs. Houston Dynamo,Soldier Field,-,Game,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-houston-dynamo,,,,,,,,,,,,,
April,"Sun, Apr 7","Sun, Apr 7", 1 ,3:00 PM,Yo-Yo Ma & Kathryn Stott,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/scp-chamber/yo-yo-ma-kathryn-stott/,,,,,,,,,,,,,
April,"Mon, Apr 8","Mon, Apr 8", 1 ,7:30 PM,Courage & Hope,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/civic-orchestra/civic-courage-and-hope/,,,,,,,,,,,,,
April,"Wed, Apr 10","Wed, Apr 10", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
April,"Thu, Apr 11","Sat, Apr 13", 2 ,7:30 PM,Mendelssohn Elijah,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-classical/mendelssohn-elijah/,,,,,,,,,,,,,
April,"Sat, Apr 13","Sun, Apr 14", 1 ,Various,Shen Yun,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/shen-yun,,,,,,,,,,,,,
April,"Sat, Apr 13","Sat, Apr 13", 1 ,7:30 PM,Batman 1989 – 35th Anniversary Concert,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/batman-1989/,,,,,,,,,,,,,
April,"Sat, Apr 13","Sat, Apr 13", 1 ,8:00 PM,Ronny Chieng,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-april-2024-ronny-chieng/07005F5292171769,,,,,,,,,,,,,
April,"Sat, Apr 13","Sat, Apr 13", 1 ,6:00 AM,Chicago Bar Association 5K Run and Walk,Soldier Field,-,Race,N/A,,,,https://www.letsdothis.com/us/e/the-chicago-bar-association-150th-anniversary-5k-runwalk-211862,,,,,,,,,,,,,
April,"Sun, Apr 14","Sun, Apr 14", 1 ,3:00 PM,Yefim Bronfman,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/scp-piano/yefim-bronfman/,,,,,,,,,,,,,
April,"Mon, Apr 15","Mon, Apr 15", 1 ,7:30 PM,"Birds, Frogs, Crickets, & Dogs",Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/birds-frogs-crickets-dogs,,,,,,,,,,,,,
April,"Mon, Apr 15","Mon, Apr 15", 1 ,-,Tax Day (observed),-,-,Holiday,Tier 4,,,,,,,,,,,,,,,,,
April,"Wed, Apr 17","Sun, Apr 21", 4 ,Various,Alvin Ailey American Dance Theater,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/alvin-ailey-american-dance-theater-2023/,,,,,,,,,,,,,
April,"Wed, Apr 17","Wed, Apr 17", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
April,"Wed, Apr 17","Wed, Apr 17", 1 ,7:00 PM,National Hellenic Museum “Trial Event”,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/trial-pericles,,,,,,,,,,,,,
April,"Thu, Apr 18","Thu, Apr 18", 1 ,7:30 PM,Chopin & Tchaikovsky,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-classical/chopin-and-tchaikovsky/,,,,,,,,,,,,,
April,"Thu, Apr 18","Thu, Apr 18", 1 ,7:30 PM,Joe Satriani & Steve Vai,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-april-2024-joe-satriani-steve-vai/07005F6785B91507,,,,,,,,,,,,,
April,"Fri, Apr 19","Fri, Apr 19", 1 ,10 am - 5 pm,Member Preview: Christina Ramberg—A Retrospective,Art Institute of Chicago,Art Institute of Chicago,Performance,Tier 3,,,,https://www.artic.edu/events/5905/member-preview-christina-ramberg-a-retrospective,,,,,,,,,,,,,
April,"Fri, Apr 19","Fri, Apr 19", 1 ,7:30 PM,Gateways Festival Orchestra featuring Take 6,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/scp-specials/gateways-festival-orchestra/,,,,,,,,,,,,,
April,"Sat, Apr 20","Sat, Apr 20", 1 ,7:30 PM,Chopin & Tchaikovsky,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-classical/chopin-and-tchaikovsky/,,,,,,,,,,,,,
April,"Sat, Apr 20","Sat, Apr 20", 1 ,"10 AM, 11:45 AM",Once Upon a Symphony: Goldilocks and the Three Bears,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-for-kids/ouas-goldilocks/,,,,,,,,,,,,,
April,"Sat, Apr 20","Sat, Apr 20", 1 ,7:00 PM,Leslie Odom Jr. Comes to Chicago,CIBC Theatre,Broadway in Chicago,Performance,Tier 3,,,,https://www.leslieodomjr.com/live/2024/4/20/leslie-odom-jr-comes-to-chicago,,,,,,,,,,,,,
April,"Sat, Apr 20","Sat, Apr 20", 1 ,7:30 PM,Ballet 5:8 | Lost Women of Juarez,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/ballet-58-lost-women-juarez,,,,,,,,,,,,,
April,"Sat, Apr 20","Sat, Apr 20", 1 ,7:30 PM,Chicago Fire FC vs. Real Salt Lake,Soldier Field,-,Game,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-real-salt-lake,,,,,,,,,,,,,
April,"Sat, Apr 20","Wed, Apr 10", (10),Various,New Exhibit: Christina Ramberg A Retrospective,Art Institute of Chicago,Art Institute of Chicago,Performance,Tier 3,,,,https://www.artic.edu/exhibitions/9723/christina-ramberg-a-retrospective,,,,,,,,,,,,,
April,"Sun, Apr 21","Sun, Apr 21", 1 ,3:00 PM,Chopin & Tchaikovsky,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-classical/chopin-and-tchaikovsky/,,,,,,,,,,,,,
April,"Sun, Apr 21","Sun, Apr 21", 1 ,7:00 PM,Impractical Jokers,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-april-2024-impractical-jokers/07005F88D7644944,,,,,,,,,,,,,
April,"Sun, Apr 21","Sun, Apr 21", 1 ,Various,Grant Park Earth Day Cleanup,Grant Park,-,Community,,,,,,,,,,,,,,,,,,
April,"Sun, Apr 21","Sun, Apr 21", 1 ,3:00 PM,"Chicago A Capella
History of Harmony",Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/history-harmony,,,,,,,,,,,,,
April,"Tue, Apr 23","Tue, Apr 23", 1 ,7:30 PM,Beyond the Aria: Program IV,Harris Theater,Harris Theater,Performance,Tier 3,,Yes,,https://www.harristheaterchicago.org/performance/beyond-aria-program-iv,,,,,,,,,,,,,
April,"Wed, Apr 24","Wed, Apr 24", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
April,"Wed, Apr 24","Wed, Apr 24", 1 ,8:00 PM,Jazz at Lincoln Center Orchestra with Wynton Marsalis,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/scp-jazz/jlco/,,,,,,,,,,,,,
April,"Thu, Apr 25","Sat, Apr 27", 2 ,7:30 PM,CSO x Jazz at Lincoln Center Orchestra with Wynton Marsalis,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-classical/cso-x-jazz-at-lincoln-center-orchestra/,,,,,,,,,,,,,
April,"Thu, Apr 25","Thu, Apr 25", 1 ,6:00 PM,Chicago Bears Miller Lite Draft Party,Soldier Field,Soldier Field,Community,,,,,https://www.soldierfield.com/events/detail/chicago-bears-miller-lite-draft-party,,,,,,,,,,,,,
April,"Fri, Apr 26","Sat, Apr 27", 1 ,Various,Mike Birbiglia,Chicago Theatre,-,Performance,Tier 3,,No,,https://www.msg.com/calendar/the-chicago-theatre-april-2024-mike-birbiglia/07005F87E6685651,,,,,,,,,,,,,
April,"Sat, Apr 27","Sat, Apr 27", 1 ,7:30 PM,South Chicago Dance Theatre,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/south-chicago-dance-theatre-2/,,,,,,,,,,,,,
April,"Sat, Apr 27","Sat, Apr 27", 1 ,7:30 PM,Chicago Fire FC vs. Atlanta United FC,Soldier Field,Soldier Field,Game,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-atlanta-united-fc-2,,,,,,,,,,,,,
April,"Sun, Apr 28","Sun, Apr 28", 1 ,3:00 PM,BRSO Symphonieorchester des Bayerischen Rundfunks,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/scp-orchestras/bavarian-radio-symphony-orchestra/,,,,,,,,,,,,,
April,"Sun, Apr 28","Sun, Apr 28", 1 ,8:00 PM,Laufey,Chicago Theatre,-,Performance,Tier 3,,No,,https://www.msg.com/calendar/the-chicago-theatre-april-2024-laufey/07005F7691F41475,,,,,,,,,,,,,
April,"Sun, Apr 28","Sun, Apr 28", 1 ,8:00 AM,Breakthrough for Brain Tumors,"Grant Park
Arvey Field",American Brain Tumor Association,Race,Tier 3,,No,Yes,https://give.abta.org/event/2024-bt5k-chicago/e544156,,,"1,500",,,,,,,,,,
April,"Sun, Apr 28","Sun, Apr 28", 1 ,8:30 AM,March for Dimes (Babies),Montrose Harbor,-,Race,N/A,,,Yes,http://walk.marchofdimes.org/EventInfo/?EventID=22594,,,"5,000",,,,,,,,,,
April,"Sun, Apr 28","Sun, Apr 28", 1 ,12:00 PM,Best Buddies Walk,Soldier Field,Soldier Field,Race,N/A,,,,https://www.soldierfield.com/events/detail/best-buddies-friendship-walk,,,,,,,,,,,,,
April,"Sun, Apr 28","Sun, Apr 28", 1 ,6 AM to 12 PM,Walk MS Chicago ,Soldier Field,Soldier Field,Race,N/A,,,,https://events.nationalmssociety.org/index.cfm?fuseaction=cms.page&id=7386&eventID=1814&accordion=accordion-4-button,,,,,,,,,,,,,
April,"Mon, Apr 29","Mon, Apr 29", 1 ,7:30 PM,Chicago Youth in Music Festival Finale: Shostakovich 4,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/civic-orchestra/civic-chicago-youth-in-music-festival/,,,,,,,,,,,,,
April,"Tue, Apr 30","Sun, Jun 2", 33 ,Various,Death Becomes Her,Cadillac Palace Theatre,Broadway in Chicago,Performance,Tier 3,,,,https://www.broadwayinchicago.com/shows/death-becomes-her/,,,,,,,,,,,,,
April,"Tue, Apr 30","Sun, May 19", 19 ,Various,Mamma Mia!,James M. Nederlander Theatre,Broadway in Chicago,Performance,Tier 3,,No,,https://www.broadwayinchicago.com/shows/mamma-mia/,,,,,,,,,,,,,
April,"Tue, Apr 30","Sun, May 5", 5 ,Various,The Simon Garfunkel Story,CIBC Theatre,Broadway in Chicago,Performance,Tier 3,,No,,https://www.broadwayinchicago.com/shows/the-simon-garfunkel-story/,,,,,,,,,,,,,
May,"Wed, May 1","Wed, May 1", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
May,"Thu, May 2","Thu, May 2", 1 ,7:30 PM,An Evening with Alan Ruck and Screening of Ferris Bueller’s Day Off,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/alan-ruck/,,,,,,,,,,,,,
May,"Thu, May 2","Thu, May 2", 1 ,7:30 PM,Sheherazade,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-classical/sheherazade/,,,,,,,,,,,,,
May,"Fri, May 3","Sun, May 5", 2 ,Various,Bluey’s Big Play,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/blueys-big-play/,,,,,,,,,,,,,
May,"Fri, May 3","Fri, May 3", 1 ,7:30 PM,Close Encounters of the Third Kind in Concert,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-at-the-movies/close-encounters-of-the-third-kind-in-concert/,,,,,,,,,,,,,
May,"Fri, May 3","Fri, May 3", 1 ,TBA,Special Olympics Spring Game Opening Ceremony,Soldier Field,Soldier Field,Game,N/A,,,,https://www.soldierfield.com/events/detail/special-olympics-spring-games-opening-ceremony-1,,,,,,,,,,,,,
May,"Sat, May 4","Sat, May 4",,11:30 AM,Polish Constitution Day Parade,"Columbus Dr.
(Balbo to Monroe)",Polish Constitution Day Parade Committee,Community,,,Yes,Yes,https://polishparade.org/,https://www.millenniumgarages.com/polishconstitutiondayparade/,,"20,000",,,,,,,,,,
May,"Sat, May 4","Sat, May 4", 1 ,7:00 PM,"An Evening With Phil Rosenthal Of ""Somebody Feed Phil""",Chicago Theatre,-,Performance,Tier 3,,No,,https://www.msg.com/calendar/the-chicago-theatre-may-2024-an-evening-with-phil-rosenthal-of-somebody-feed-phil/07006046AE591C41,,,,,,,,,,,,,
May,"Sat, May 4","Sat, May 4", 1 ,7:30 PM,Sheherazade,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-classical/sheherazade/,,,,,,,,,,,,,
May,"Sat, May 4","Sat, May 4", 1 ,7:30 PM,Chicago Fire FC vs. New England Revolution,Soldier Field,Soldier Field,Game,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-new-england-revolution-1,,,,,,,,,,,,,
May,"Sat, May 4","Sat, May 4", 1 ,"2 pm, 7:30 pm",Balanchine + Beyond,Harris Theater,Harris Theater,Performance,Tier 3,,Yes,,https://www.harristheaterchicago.org/performance/ballet-chicago-balanchine-bey,,,,,,,,,,,,,
May,"Sat, May 4","Sat, May 4", 1 ,8 AM to 11 AM,Run to Remember 5k,Soldier Field,Soldier Field,Race,N/A,,,,https://cpdmemorial.org/events/run-to-remember/,,,"5,000",,,,,,,,,,
May,"Sun, May 5","Sun, May 5", 1 ,3:00 PM,Close Encounters of the Third Kind in Concert,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/23-24/cso-at-the-movies/close-encounters-of-the-third-kind-in-concert/,,,,,,,,,,,,,
May,"Sun, May 5","Sun, May 5", 1 ,-,Cinco de Mayo (observed),-,-,Holiday,Tier 4,,,,,,,,,,,,,,,,,
May,"Tue, May 7","Tue, May 7", 1 ,6:00 PM,Alexis Lombre,Harris Theater,Harris Theater,Performance,Tier 3,,Yes,,https://www.harristheaterchicago.org/performance/alexis-lombre,,,,,,,,,,,,,
May,"Wed, May 8","Wed, May 8", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
May,"Wed, May 8","Wed, May 8", 1 ,11:00 AM,IL Supreme Court Bar Admission Ceremony,Harris Theater,Harris Theater,Performance,Tier 3,,Yes,,,,,,,,,,,,,,,
May,"Thu, May 9","Sat, May 11", 2 ,7:30 PM,Mozart & Stravinsky,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/23-24/cso-classical/mozart-and-stravinsky/,,,,,,,,,,,,,
